2021-08-05 21:23:44.673 | INFO     | BL.bot.SwT:<module>:75 - Running in test mode: False
2021-08-05 21:23:44.674 | INFO     | BL.bot.SwT:<module>:76 - Running on selected quote currencies: False
2021-08-05 21:23:44.675 | INFO     | BL.bot.SwT:<module>:77 - Always generate ST long buy signal: False
2021-08-05 21:23:44.675 | INFO     | BL.bot.SwT:<module>:78 - Always generate ST short sell signal: False
2021-08-05 21:23:44.676 | INFO     | BL.bot.SwT:<module>:79 - Filter markets by volume and price: True
2021-08-05 21:23:44.677 | INFO     | BL.bot.SwT:<module>:80 - Stop %: 1
2021-08-05 21:25:11.558 | DEBUG    | BL.bot.SwT:runTradingAlgorithm:2170 - Locking ADA-BTC.
2021-08-05 21:25:11.601 | DEBUG    | BL.bot.SwT:runTradingAlgorithm:2271 - Unlocking ADA-BTC.
2021-08-05 21:25:11.603 | DEBUG    | BL.bot.SwT:runTradingAlgorithm:2170 - Locking ADA-USDT.
2021-08-05 21:25:11.609 | DEBUG    | BL.bot.SwT:runTradingAlgorithm:2271 - Unlocking ADA-USDT.
2021-08-05 21:25:11.610 | DEBUG    | BL.bot.SwT:runTradingAlgorithm:2170 - Locking ENJ-BTC.
2021-08-05 21:25:11.616 | DEBUG    | BL.bot.SwT:runTradingAlgorithm:2271 - Unlocking ENJ-BTC.
2021-08-05 21:25:11.617 | DEBUG    | BL.bot.SwT:runTradingAlgorithm:2170 - Locking TRX-USDT.
2021-08-05 21:25:11.626 | INFO     | BL.bot.SwT:monitorExit:2798 - Moving Stop % for TRX-USDT from 0.06072641 to 0.06989293
2021-08-05 21:25:11.627 | DEBUG    | BL.bot.SwT:monitorExit:2908 - Updating TRX-USDT trade in db.
2021-08-05 21:25:11.629 | INFO     | BL.bot.SwT:monitorExit:2798 - Moving Stop % for TRX-USDT from 0.06072641 to 0.06989293
2021-08-05 21:25:11.630 | DEBUG    | BL.bot.SwT:monitorExit:2908 - Updating TRX-USDT trade in db.
2021-08-05 21:25:11.632 | INFO     | BL.bot.SwT:monitorExit:2798 - Moving Stop % for TRX-USDT from 0.06072641 to 0.06989293
2021-08-05 21:25:11.634 | DEBUG    | BL.bot.SwT:monitorExit:2908 - Updating TRX-USDT trade in db.
2021-08-05 21:25:11.636 | DEBUG    | BL.bot.SwT:runTradingAlgorithm:2271 - Unlocking TRX-USDT.
2021-08-05 21:25:11.637 | DEBUG    | BL.bot.SwT:runTradingAlgorithm:2170 - Locking DOGE-BTC.
2021-08-05 21:25:11.643 | DEBUG    | BL.bot.SwT:runTradingAlgorithm:2271 - Unlocking DOGE-BTC.
2021-08-05 21:25:11.644 | DEBUG    | BL.bot.SwT:runTradingAlgorithm:2170 - Locking IOTA-BTC.
2021-08-05 21:25:11.649 | DEBUG    | BL.bot.SwT:runTradingAlgorithm:2271 - Unlocking IOTA-BTC.
2021-08-05 21:25:11.650 | DEBUG    | BL.bot.SwT:runTradingAlgorithm:2170 - Locking LTC-USDT.
2021-08-05 21:25:11.656 | DEBUG    | BL.bot.SwT:runTradingAlgorithm:2271 - Unlocking LTC-USDT.
2021-08-05 21:25:11.657 | DEBUG    | BL.bot.SwT:runTradingAlgorithm:2170 - Locking TUSD-BTC.
2021-08-05 21:25:11.663 | DEBUG    | BL.bot.SwT:runTradingAlgorithm:2271 - Unlocking TUSD-BTC.
2021-08-05 21:25:11.665 | DEBUG    | BL.bot.SwT:runTradingAlgorithm:2170 - Locking WAXP-USDT.
2021-08-05 21:25:11.671 | DEBUG    | BL.bot.SwT:runTradingAlgorithm:2271 - Unlocking WAXP-USDT.
2021-08-05 21:25:11.672 | DEBUG    | BL.bot.SwT:runTradingAlgorithm:2170 - Locking DOGE-USDT.
2021-08-05 21:25:11.678 | DEBUG    | BL.bot.SwT:runTradingAlgorithm:2271 - Unlocking DOGE-USDT.
2021-08-05 21:25:11.678 | DEBUG    | BL.bot.SwT:runTradingAlgorithm:2170 - Locking GAME-USDT.
2021-08-05 21:25:11.686 | DEBUG    | BL.bot.SwT:runTradingAlgorithm:2271 - Unlocking GAME-USDT.
2021-08-05 21:25:11.687 | DEBUG    | BL.bot.SwT:runTradingAlgorithm:2170 - Locking ZRX-USDT.
2021-08-05 21:25:11.693 | DEBUG    | BL.bot.SwT:runTradingAlgorithm:2271 - Unlocking ZRX-USDT.
2021-08-05 21:25:11.696 | DEBUG    | BL.bot.SwT:runTradingAlgorithm:2170 - Locking USDC-BTC.
2021-08-05 21:25:11.702 | DEBUG    | BL.bot.SwT:runTradingAlgorithm:2271 - Unlocking USDC-BTC.
2021-08-05 21:25:11.703 | DEBUG    | BL.bot.SwT:runTradingAlgorithm:2170 - Locking SOLVE-BTC.
2021-08-05 21:25:11.709 | INFO     | BL.bot.SwT:monitorExit:2798 - Moving Stop % for SOLVE-BTC from 0.00000117 to 0.00000133
2021-08-05 21:25:11.711 | DEBUG    | BL.bot.SwT:monitorExit:2908 - Updating SOLVE-BTC trade in db.
2021-08-05 21:25:11.712 | DEBUG    | BL.bot.SwT:runTradingAlgorithm:2271 - Unlocking SOLVE-BTC.
2021-08-05 21:25:11.713 | DEBUG    | BL.bot.SwT:runTradingAlgorithm:2170 - Locking REN-BTC.
2021-08-05 21:25:11.719 | DEBUG    | BL.bot.SwT:runTradingAlgorithm:2271 - Unlocking REN-BTC.
2021-08-05 21:25:11.720 | DEBUG    | BL.bot.SwT:runTradingAlgorithm:2170 - Locking XEM-USDT.
2021-08-05 21:25:11.726 | DEBUG    | BL.bot.SwT:runTradingAlgorithm:2271 - Unlocking XEM-USDT.
2021-08-05 21:25:11.727 | DEBUG    | BL.bot.SwT:runTradingAlgorithm:2170 - Locking NMR-USDT.
2021-08-05 21:25:11.732 | DEBUG    | BL.bot.SwT:runTradingAlgorithm:2271 - Unlocking NMR-USDT.
2021-08-05 21:25:11.733 | DEBUG    | BL.bot.SwT:runTradingAlgorithm:2170 - Locking CELO-BTC.
2021-08-05 21:25:11.738 | INFO     | BL.bot.SwT:monitorExit:2798 - Moving Stop % for CELO-BTC from 0.00005991 to 0.00006848
2021-08-05 21:25:11.741 | DEBUG    | BL.bot.SwT:monitorExit:2908 - Updating CELO-BTC trade in db.
2021-08-05 21:25:11.742 | DEBUG    | BL.bot.SwT:runTradingAlgorithm:2271 - Unlocking CELO-BTC.
2021-08-05 21:25:11.751 | DEBUG    | BL.bot.SwT:runTradingAlgorithm:2170 - Locking TRX-BTC.
